Posição;Codigo_IBGE;Municipio;Unidade federativa;Estado;Populacao
1510º;3162708;São João do Paraíso; Minas Gerais;MG;23797
1511º;2412500;São Miguel; Rio Grande do Norte;RN;23789
1512º;2512309;Princesa Isabel; Paraíba;PB;23749
1513º;3548005;Santo Antônio de Posse; São Paulo;SP;23742
1514º;4310330;Imbé; Rio Grande do Sul;RS;23721
1515º;2611903;Rio Formoso; Pernambuco;PE;23719
1516º;2105500;João Lisboa; Maranhão;MA;23677
1517º;3154002;Raul Soares; Minas Gerais;MG;23663
1518º;5001904;Bataguassu; Mato Grosso do Sul;MS;23620
1519º;3119104;Corinto; Minas Gerais;MG;23607
1520º;2106508;Matinha; Maranhão;MA;23591
1521º;3301405;Conceição de Macabu; Rio de Janeiro;RJ;23561
1522º;2903409;Belmonte; Bahia;BA;23540
1523º;2301604;Assaré; Ceará;CE;23537
1524º;2108454;Peritoró; Maranhão;MA;23530
1525º;4319604;São Sepé; Rio Grande do Sul;RS;23492
1526º;1200450;Senador Guiomard; Acre;AC;23446
1527º;1507474;São João de Pirabas; Pará;PA;23440
1528º;2912707;Ibirapitanga; Bahia;BA;23433
1529º;3204005;Pancas; Espírito Santo;ES;23426
1530º;2905008;Caculé; Bahia;BA;23407
1531º;3554300;Teodoro Sampaio; São Paulo;SP;23395
1532º;2103802;Dom Pedro; Maranhão;MA;23393
1533º;4113502;Loanda; Paraná;PR;23393
1534º;4114104;Mandaguaçu; Paraná;PR;23373
1535º;3502754;Araçariguama; São Paulo;SP;23343
1536º;2304004;Coreaú; Ceará;CE;23340
1537º;3553807;Taquarituba; São Paulo;SP;23292
1538º;5004700;Ivinhema; Mato Grosso do Sul;MS;23277
1539º;2930774;Sobradinho; Bahia;BA;23274
1540º;3100203;Abaeté; Minas Gerais;MG;23263
1541º;3553302;Tambaú; São Paulo;SP;23255
1542º;5106307;Paranatinga; Mato Grosso;MT;23250
1543º;4203907;Capinzal; Santa Catarina;SC;23218
1544º;3302106;Itaocara; Rio de Janeiro;RJ;23211
1545º;3132701;Itambacuri; Minas Gerais;MG;23207
1546º;4211702;Orleans; Santa Catarina;SC;23161
1547º;1100320;São Miguel do Guaporé; Rondônia;RO;23147
1548º;5101407;Aripuanã; Mato Grosso;MT;23067
1549º;4306809;Encantado; Rio Grande do Sul;RS;23047
1550º;2303006;Caridade; Ceará;CE;23011
1551º;2613206;São João; Pernambuco;PE;23002
1552º;2600807;Altinho; Pernambuco;PE;22996
1553º;3118403;Conselheiro Pena; Minas Gerais;MG;22975
1554º;5006002;Nova Alvorada do Sul; Mato Grosso do Sul;MS;22967
1555º;2908200;Conceição da Feira; Bahia;BA;22933
1556º;1600535;Porto Grande; Amapá;AP;22927
1557º;2600906;Amaraji; Pernambuco;PE;22910
1558º;3114204;Carmo do Cajuru; Minas Gerais;MG;22900
1559º;3139508;Manhumirim; Minas Gerais;MG;22894
1560º;2302008;Barro; Ceará;CE;22834
1561º;2308906;Morrinhos; Ceará;CE;22830
1562º;1721208;Tocantinópolis; Tocantins;TO;22820
1563º;4206702;Herval d'Oeste; Santa Catarina;SC;22820
1564º;3202108;Ecoporanga; Espírito Santo;ES;22748
1565º;2921104;Medeiros Neto; Bahia;BA;22741
1566º;1300144;Apuí; Amazonas;AM;22739
1567º;5008008;Terenos; Mato Grosso do Sul;MS;22721
1568º;2610806;Pedra; Pernambuco;PE;22716
1569º;2301950;Barreira; Ceará;CE;22715
1570º;5200134;Acreúna; Goiás;GO;22710
1571º;1707009;Dianópolis; Tocantins;TO;22704
1572º;2407807;Monte Alegre; Rio Grande do Norte;RN;22698
1573º;2925956;Rafael Jambeiro; Bahia;BA;22643
1574º;1400209;Caracaraí; Roraima;RR;22635
1575º;2605608;Flores; Pernambuco;PE;22612
1576º;4217402;Schroeder; Santa Catarina;SC;22605
1577º;2931509;Teofilândia; Bahia;BA;22590
1578º;5209705;Hidrolândia; Goiás;GO;22533
1579º;4315305;Quaraí; Rio Grande do Sul;RS;22531
1580º;5103007;Chapada dos Guimarães; Mato Grosso;MT;22521
1581º;1100015;Alta Floresta d'Oeste; Rondônia;RO;22516
1582º;2900801;Alcobaça; Bahia;BA;22509
1583º;2501104;Areia; Paraíba;PB;22493
1584º;3529708;Miguelópolis; São Paulo;SP;22480
1585º;2915809;Itambé; Bahia;BA;22474
1586º;1600402;Mazagão; Amapá;AP;22468
1587º;4213500;Porto Belo; Santa Catarina;SC;22466
1588º;2111706;São Vicente Ferrer; Maranhão;MA;22452
1589º;2916104;Itaparica; Bahia;BA;22440
1590º;2311504;Quixeré; Ceará;CE;22432
1591º;5205406;Ceres; Goiás;GO;22407
1592º;5002209;Bonito; Mato Grosso do Sul;MS;22401
1593º;2801405;Carira; Sergipe;SE;22393
1594º;2908903;Coração de Maria; Bahia;BA;22391
1595º;3204203;Piúma; Espírito Santo;ES;22388
1596º;3202207;Fundão; Espírito Santo;ES;22379
1597º;2605400;Feira Nova; Pernambuco;PE;22360
1598º;2922409;Mutuípe; Bahia;BA;22340
1599º;2926202;Riachão das Neves; Bahia;BA;22330
1600º;3540002;Pompeia; São Paulo;SP;22326
1601º;3535309;Palmital; São Paulo;SP;22322
1602º;5103502;Diamantino; Mato Grosso;MT;22311
1603º;4100509;Altônia; Paraná;PR;22293
1604º;1100403;Alto Paraíso; Rondônia;RO;22258
1605º;1506583;Santa Maria das Barreiras; Pará;PA;22244
1606º;3540903;Pradópolis; São Paulo;SP;22239
1607º;2102705;Cantanhede; Maranhão;MA;22236
1608º;2112233;Trizidela do Vale; Maranhão;MA;22223
1609º;2313807;Uruburetama; Ceará;CE;22223
1610º;2610400;Parnamirim; Pernambuco;PE;22198
1611º;2702603;Feira Grande; Alagoas;AL;22192
1612º;2906907;Caravelas; Bahia;BA;22166
1613º;3301504;Cordeiro; Rio de Janeiro;RJ;22152
1614º;4313060;Nova Hartz; Rio Grande do Sul;RS;22147
1615º;2100204;Alcântara; Maranhão;MA;22126
1616º;5208905;Goiás; Goiás;GO;22122
1617º;5201306;Anicuns; Goiás;GO;22113
1618º;2609154;Manari; Pernambuco;PE;22110
1619º;5102702;Canarana; Mato Grosso;MT;22101
1620º;3517505;Guapiaçu; São Paulo;SP;22087
1621º;2503001;Caaporã; Paraíba;PB;22079
1622º;5002902;Cassilândia; Mato Grosso do Sul;MS;22063
1623º;2103174;Centro Novo do Maranhão; Maranhão;MA;22056
1624º;3305158;São José do Vale do Rio Preto; Rio de Janeiro;RJ;22032
1625º;3527405;Lucélia; São Paulo;SP;22022
1626º;2306603;Itatira; Ceará;CE;22018
1627º;1300102;Anori; Amazonas;AM;21937
1628º;2702108;Colônia Leopoldina; Alagoas;AL;21935
1629º;2604502;Chã Grande; Pernambuco;PE;21929
1630º;2509107;Mari; Paraíba;PB;21895
1631º;4208104;Itaiópolis; Santa Catarina;SC;21889
1632º;3533007;Nova Granada; São Paulo;SP;21871
1633º;4318200;São Francisco de Paula; Rio Grande do Sul;RS;21871
1634º;2613404;São José da Coroa Grande; Pernambuco;PE;21868
1635º;5220207;São Miguel do Araguaia; Goiás;GO;21849
1636º;2923407;Palmas de Monte Alto; Bahia;BA;21840
1637º;3110509;Camanducaia; Minas Gerais;MG;21831
1638º;1506351;Santa Bárbara do Pará; Pará;PA;21811
1639º;2923209;Oliveira dos Brejinhos; Bahia;BA;21797
1640º;2800209;Aquidabã; Sergipe;SE;21796
1641º;4117305;Ortigueira; Paraná;PR;21783
1642º;3205036;Vargem Alta; Espírito Santo;ES;21778
1643º;2923605;Paramirim; Bahia;BA;21777
1644º;3305604;Silva Jardim; Rio de Janeiro;RJ;21775
1645º;2106326;Maracaçumé; Maranhão;MA;21773
1646º;4208450;Itapoá; Santa Catarina;SC;21766
1647º;3133501;Itapecerica; Minas Gerais;MG;21760
1648º;4319000;São Marcos; Rio Grande do Sul;RS;21756
1649º;2919926;Madre de Deus; Bahia;BA;21754
1650º;2211209;Uruçuí; Piauí;PI;21746
1651º;4313201;Nova Petrópolis; Rio Grande do Sul;RS;21717
1652º;3515152;Engenheiro Coelho; São Paulo;SP;21712
1653º;1303007;Nhamundá; Amazonas;AM;21710
1654º;2301307;Araripe; Ceará;CE;21707
1655º;5106257;Nova Xavantina; Mato Grosso;MT;21695
1656º;3147204;Paraguaçu; Minas Gerais;MG;21693
1657º;2705705;Olho d'Água das Flores; Alagoas;AL;21690
1658º;2408904;Parelhas; Rio Grande do Norte;RN;21611
1659º;5004601;Itaquiraí; Mato Grosso do Sul;MS;21604
1660º;4316006;Rolante; Rio Grande do Sul;RS;21591
1661º;3149903;Perdões; Minas Gerais;MG;21577
1662º;2107704;Paraibano; Maranhão;MA;21571
1663º;3115508;Caxambu; Minas Gerais;MG;21566
1664º;3511003;Castilho; São Paulo;SP;21521
1665º;1504950;Nova Esperança do Piriá; Pará;PA;21519
1666º;3143203;Monte Santo de Minas; Minas Gerais;MG;21504
1667º;2608503;Lagoa de Itaenga; Pernambuco;PE;21490
1668º;2904100;Boquira; Bahia;BA;21486
1669º;4126603;Siqueira Campos; Paraná;PR;21476
1670º;5003256;Costa Rica; Mato Grosso do Sul;MS;21456
1671º;2613305;São Joaquim do Monte; Pernambuco;PE;21439
1672º;2931202;Taperoá; Bahia;BA;21421
1673º;4219002;Urussanga; Santa Catarina;SC;21419
1674º;2701308;Cajueiro; Alagoas;AL;21397
1675º;3517703;Guará; São Paulo;SP;21394
1676º;2904753;Buritirama; Bahia;BA;21374
1677º;3513603;Cunha; São Paulo;SP;21373
1678º;3147303;Paraisópolis; Minas Gerais;MG;21353
1679º;5107305;São José do Rio Claro; Mato Grosso;MT;21351
1680º;3142809;Monte Alegre de Minas; Minas Gerais;MG;21349
1681º;2309508;Orós; Ceará;CE;21342
1682º;2202307;Canto do Buriti; Piauí;PI;21326
1683º;5220405;São Simão; Goiás;GO;21318
1684º;2101905;Bequimão; Maranhão;MA;21317
1685º;3114402;Carmo do Rio Claro; Minas Gerais;MG;21310
1686º;4112108;Jandaia do Sul; Paraná;PR;21281
1687º;2108702;Pio XII; Maranhão;MA;21274
1688º;3510302;Capela do Alto; São Paulo;SP;21257
1689º;5103304;Comodoro; Mato Grosso;MT;21249
1690º;2311264;Quiterianópolis; Ceará;CE;21246
1691º;2901205;Anagé; Bahia;BA;21229
1692º;2107357;Nova Olinda do Maranhão; Maranhão;MA;21228
1693º;2501500;Bananeiras; Paraíba;PB;21220
1694º;2909604;Crisópolis; Bahia;BA;21219
1695º;2616209;Vertentes; Pernambuco;PE;21172
1696º;3523503;Itatinga; São Paulo;SP;21139
1697º;4301008;Arroio do Meio; Rio Grande do Sul;RS;21121
1698º;4212908;Pinhalzinho; Santa Catarina;SC;21103
1699º;2108108;Paulo Ramos; Maranhão;MA;21092
1700º;1101492;São Francisco do Guaporé; Rondônia;RO;21088
1701º;2912103;Ibicaraí; Bahia;BA;21083
1702º;2929107;São Felipe; Bahia;BA;21083
1703º;3111002;Campestre; Minas Gerais;MG;21052
1704º;2106706;Mirador; Maranhão;MA;21045
1705º;2303600;Catarina; Ceará;CE;21041
1706º;3133303;Itaobim; Minas Gerais;MG;20997
1707º;3137809;Lambari; Minas Gerais;MG;20995
1708º;2500403;Alagoa Nova; Paraíba;PB;20992
1709º;3105905;Barroso; Minas Gerais;MG;20981
1710º;3526001;Junqueirópolis; São Paulo;SP;20978
1711º;2927507;Santa Bárbara; Bahia;BA;20971
1712º;2310852;Pindoretama; Ceará;CE;20964
1713º;4302709;Butiá; Rio Grande do Sul;RS;20963
1714º;4106605;Cruzeiro do Oeste; Paraná;PR;20962
1715º;3505807;Bastos; São Paulo;SP;20952
1716º;2211308;Valença do Piauí; Piauí;PI;20940
1717º;5220603;Silvânia; Goiás;GO;20938
1718º;2601052;Araçoiaba; Pernambuco;PE;20936
1719º;3167103;Serro; Minas Gerais;MG;20915
1720º;1303700;Santo Antônio do Içá; Amazonas;AM;20889
1721º;4202453;Bombinhas; Santa Catarina;SC;20889
1722º;5200100;Abadiânia; Goiás;GO;20873
1723º;1300201;Atalaia do Norte; Amazonas;AM;20868
1724º;2933505;Wenceslau Guimarães; Bahia;BA;20862
1725º;3547700;Santo Anastácio; São Paulo;SP;20855
1726º;5106232;Nova Olímpia; Mato Grosso;MT;20820
1727º;4128005;Ubiratã; Paraná;PR;20809
1728º;2911600;Governador Mangabeira; Bahia;BA;20800
1729º;5205513;Cocalzinho de Goiás; Goiás;GO;20771
1730º;1301506;Envira; Amazonas;AM;20748
1731º;2611705;Riacho das Almas; Pernambuco;PE;20744
1732º;4314605;Piratini; Rio Grande do Sul;RS;20743
1733º;1503044;Floresta do Araguaia; Pará;PA;20742
1734º;2111003;São João Batista; Maranhão;MA;20736
1735º;2601607;Belém do São Francisco; Pernambuco;PE;20730
1736º;2210003;São João do Piauí; Piauí;PI;20720
1737º;5103379;Cotriguaçu; Mato Grosso;MT;20717
1738º;3141405;Medina; Minas Gerais;MG;20701
1739º;3171006;Vazante; Minas Gerais;MG;20692
1740º;4127502;Tibagi; Paraná;PR;20688
1741º;3134608;Jaboticatubas; Minas Gerais;MG;20683
1742º;2920700;Maraú; Bahia;BA;20664
1743º;2306504;Itapiúna; Ceará;CE;20653
1744º;2603108;Cachoeirinha; Pernambuco;PE;20618
1745º;2501005;Araruna; Paraíba;PB;20610
1746º;2900207;Abaré; Bahia;BA;20594
1747º;2402303;Caraúbas; Rio Grande do Norte;RN;20588
1748º;3535804;Paranapanema; São Paulo;SP;20588
1749º;2207801;Paulistana; Piauí;PI;20583
1750º;5101902;Brasnorte; Mato Grosso;MT;20571
1751º;2911808;Guaratinga; Bahia;BA;20565
1752º;4208807;Jaguaruna; Santa Catarina;SC;20547
1753º;3142908;Monte Azul; Minas Gerais;MG;20544
1754º;3542404;Regente Feijó; São Paulo;SP;20523
1755º;3144102;Muzambinho; Minas Gerais;MG;20522
1756º;1100148;Nova Brasilândia d'Oeste; Rondônia;RO;20504
1757º;1300631;Beruri; Amazonas;AM;20503
1758º;4310009;Ibirubá; Rio Grande do Sul;RS;20474
1759º;2902609;Baixa Grande; Bahia;BA;20431
1760º;4106506;Coronel Vivida; Paraná;PR;20430
1761º;5201702;Aragarças; Goiás;GO;20410
1762º;2514503;São José de Piranhas; Paraíba;PB;20406
1763º;1303205;Novo Airão; Amazonas;AM;20395
1764º;2917102;Itororó; Bahia;BA;20394
1765º;3511409;Cerqueira César; São Paulo;SP;20391
1766º;2931004;Tanhaçu; Bahia;BA;20383
1767º;2102606;Cândido Mendes; Maranhão;MA;20376
1768º;4124400;Santo Antônio do Sudoeste; Paraná;PR;20354
1769º;2307254;Jijoca de Jericoacoara; Ceará;CE;20351
1770º;3146305;Padre Paraíso; Minas Gerais;MG;20346
1771º;2505105;Cuité; Paraíba;PB;20331
1772º;2932705;Uruçuca; Bahia;BA;20312
1773º;2915502;Itajuípe; Bahia;BA;20309
1774º;2109502;Riachão; Maranhão;MA;20288
1775º;2303956;Chorozinho; Ceará;CE;20286
1776º;3169703;Turmalina; Minas Gerais;MG;20280
1777º;2700102;Água Branca; Alagoas;AL;20263
1778º;3304110;Porto Real; Rio de Janeiro;RJ;20254
1779º;2106300;Magalhães de Almeida; Maranhão;MA;20228
1780º;2902807;Barra da Estiva; Bahia;BA;20198
1781º;2305357;Icapuí; Ceará;CE;20183
1782º;3301108;Cantagalo; Rio de Janeiro;RJ;20163
1783º;2709103;Taquarana; Alagoas;AL;20162
1784º;2707503;Porto Real do Colégio; Alagoas;AL;20158
1785º;5007935;Sonora; Mato Grosso do Sul;MS;20158
1786º;1200385;Plácido de Castro; Acre;AC;20147
1787º;3131208;Ipanema; Minas Gerais;MG;20133
1788º;2305209;Hidrolândia; Ceará;CE;20126
1789º;5204904;Campos Belos; Goiás;GO;20124
1790º;1400456;Pacaraima; Roraima;RR;20108
1791º;3101904;Alpinópolis; Minas Gerais;MG;20059
1792º;2806206;Salgado; Sergipe;SE;20051
1793º;3508009;Buri; São Paulo;SP;20050
1794º;2603801;Capoeiras; Pernambuco;PE;20048
1795º;2924603;Pindobaçu; Bahia;BA;20048
1796º;1300680;Boa Vista do Ramos; Amazonas;AM;20040
1797º;2307635;Madalena; Ceará;CE;20031
1798º;5007406;Rio Verde de Mato Grosso; Mato Grosso do Sul;MS;20025
1799º;3122009;Divino; Minas Gerais;MG;20020
1800º;5218904;Rubiataba; Goiás;GO;20012
1801º;3159803;Santa Vitória; Minas Gerais;MG;19997
1802º;2912202;Ibicoara; Bahia;BA;19990
1803º;2600203;Afrânio; Pernambuco;PE;19981
1804º;2313757;Umirim; Ceará;CE;19976
1805º;2512705;Remígio; Paraíba;PB;19973
1806º;2920502;Maracás; Bahia;BA;19973
1807º;2916807;Itarantim; Bahia;BA;19937
1808º;2704401;Major Izidoro; Alagoas;AL;19923
1809º;3137700;Lajinha; Minas Gerais;MG;19914
1810º;1200708;Xapuri; Acre;AC;19866
1811º;2500601;Alhandra; Paraíba;PB;19865
1812º;2932101;Ubaíra; Bahia;BA;19860
1813º;2107605;Palmeirândia; Maranhão;MA;19840
1814º;1506559;Santa Luzia do Pará; Pará;PA;19839
1815º;3167608;Simonésia; Minas Gerais;MG;19834
1816º;2202000;Buriti dos Lopes; Piauí;PI;19832
1817º;4101101;Andirá; Paraná;PR;19823
1818º;2805802;Riachão do Dantas; Sergipe;SE;19813
1819º;3108305;Borda da Mata; Minas Gerais;MG;19809
1820º;3536208;Pariquera-Açu; São Paulo;SP;19797
1821º;1200427;Rodrigues Alves; Acre;AC;19767
1822º;3111101;Campina Verde; Minas Gerais;MG;19759
1823º;3114501;Carmópolis de Minas; Minas Gerais;MG;19756
1824º;1200351;Marechal Thaumaturgo; Acre;AC;19727
1825º;2202604;Castelo do Piauí; Piauí;PI;19716
1826º;5100300;Alto Araguaia; Mato Grosso;MT;19714
1827º;2107100;Morros; Maranhão;MA;19708
1828º;2108009;Pastos Bons; Maranhão;MA;19693
1829º;3153400;Presidente Olegário; Minas Gerais;MG;19680
1830º;2603900;Carnaíba; Pernambuco;PE;19666
1831º;2901601;Antas; Bahia;BA;19659
1832º;1200336;Mâncio Lima; Acre;AC;19643
1833º;1303502;Pauini; Amazonas;AM;19616
1834º;2107407;Olho d'Água das Cunhãs; Maranhão;MA;19616
1835º;2932457;Umburanas; Bahia;BA;19573
1836º;2313351;Tejuçuoca; Ceará;CE;19551
1837º;2102507;Cajari; Maranhão;MA;19521
1838º;4212205;Papanduva; Santa Catarina;SC;19521
1839º;3529906;Miracatu; São Paulo;SP;19511
1840º;2511905;Pitimbu; Paraíba;PB;19478
1841º;4101002;Ampére; Paraná;PR;19466
1842º;4218301;Três Barras; Santa Catarina;SC;19455
1843º;3539103;Pirapora do Bom Jesus; São Paulo;SP;19453
1844º;4309605;Horizontina; Rio Grande do Sul;RS;19446
1845º;4126306;Sengés; Paraná;PR;19441
1846º;2104099;Formosa da Serra Negra; Maranhão;MA;19425
1847º;3204351;Rio Bananal; Espírito Santo;ES;19398
1848º;4121208;Quitandinha; Paraná;PR;19388
1849º;4128500;Wenceslau Braz; Paraná;PR;19358
1850º;1508050;Trairão; Pará;PA;19344
1851º;2304301;Farias Brito; Ceará;CE;19330
1852º;2932804;Utinga; Bahia;BA;19330
1853º;5204409;Caiapônia; Goiás;GO;19304
1854º;3170909;Varzelândia; Minas Gerais;MG;19290
1855º;3100906;Águas Formosas; Minas Gerais;MG;19285
1856º;2606507;Iati; Pernambuco;PE;19284
1857º;1400175;Cantá; Roraima;RR;19257
1858º;1100080;Costa Marques; Rondônia;RO;19255
1859º;2107902;Passagem Franca; Maranhão;MA;19253
1860º;3104908;Baependi; Minas Gerais;MG;19249
1861º;2605152;Dormentes; Pernambuco;PE;19246
1862º;3518503;Guareí; São Paulo;SP;19244
1863º;4206900;Ibirama; Santa Catarina;SC;19238
1864º;2205201;Jaicós; Piauí;PI;19233
1865º;2916005;Itanhém; Bahia;BA;19231
1866º;2614006;Serrita; Pernambuco;PE;19226
1867º;2109270;Presidente Sarney; Maranhão;MA;19217
1868º;4211751;Otacílio Costa; Santa Catarina;SC;19201
1869º;4104501;Capanema; Paraná;PR;19172
1870º;2917805;Jaguaripe; Bahia;BA;19162
1871º;3301207;Carmo; Rio de Janeiro;RJ;19161
1872º;4311205;Júlio de Castilhos; Rio Grande do Sul;RS;19159
1873º;5003801;Fátima do Sul; Mato Grosso do Sul;MS;19152
1874º;1200807;Porto Acre; Acre;AC;19141
1875º;3556800;Viradouro; São Paulo;SP;19133
1876º;3140902;Matipó; Minas Gerais;MG;19098
1877º;2917201;Ituaçu; Bahia;BA;19095
1878º;2111607;São Raimundo das Mangabeiras; Maranhão;MA;19090
1879º;4105409;Chopinzinho; Paraná;PR;19083
1880º;4106209;Contenda; Paraná;PR;19082
1881º;2501302;Aroeiras; Paraíba;PB;19081
1882º;3304102;Porciúncula; Rio de Janeiro;RJ;19068
1883º;2803302;Japaratuba; Sergipe;SE;19067
1884º;1507979;Terra Santa; Pará;PA;19063
1885º;2919702;Macarani; Bahia;BA;19056
1886º;1304237;Tonantins; Amazonas;AM;19038
1887º;2603504;Camocim de São Félix; Pernambuco;PE;19032
1888º;3508702;Caconde; São Paulo;SP;19031
1889º;2504405;Conceição; Paraíba;PB;19030
1890º;2101509;Barão de Grajaú; Maranhão;MA;19026
1891º;3124005;Ervália; Minas Gerais;MG;19019
1892º;3128303;Guaranésia; Minas Gerais;MG;19014
1893º;2904852;Cabaceiras do Paraguaçu; Bahia;BA;19010
1894º;1200252;Epitaciolândia; Acre;AC;18979
1895º;2507101;Itapororoca; Paraíba;PB;18978
1896º;3203502;Montanha; Espírito Santo;ES;18954
1897º;3531506;Monte Azul Paulista; São Paulo;SP;18928
1898º;3131158;Ipaba; Minas Gerais;MG;18926
1899º;4101200;Antonina; Paraná;PR;18919
1900º;3500501;Águas de Lindóia; São Paulo;SP;18908
1901º;3501152;Alumínio; São Paulo;SP;18903
1902º;2806008;Ribeirópolis; Sergipe;SE;18891
1903º;1702554;Augustinópolis; Tocantins;TO;18870
1904º;3127008;Fronteira; Minas Gerais;MG;18866
1905º;3532405;Nazaré Paulista; São Paulo;SP;18866
1906º;2512002;Pocinhos; Paraíba;PB;18848
1907º;2616001;Venturosa; Pernambuco;PE;18835
1908º;2908101;Cocos; Bahia;BA;18835
1909º;2800506;Areia Branca; Sergipe;SE;18825
1910º;4205803;Garuva; Santa Catarina;SC;18816
1911º;2108801;Pirapemas; Maranhão;MA;18814
1912º;5107107;São José dos Quatro Marcos; Mato Grosso;MT;18788
1913º;2929255;São Gabriel; Bahia;BA;18785
1914º;4103453;Cafelândia; Paraná;PR;18783
1915º;4106803;Cruz Machado; Paraná;PR;18772
1916º;2110401;São Benedito do Rio Preto; Maranhão;MA;18769
